Code;Commutator code ;Electric Diagram ;Name;Volume (market);Brand;Cluster Description;Eprel Clusters;Controller;Function Type;Type;Buffle ;Insulation Code ;Insulation Desc.;Type of Lamps ;Lamp Code ;Lamp Power ;Upper Resistance ;Upper Heater Power;Upper Heater Surface Load ;Lower Resistance;Lower Heater Power;Lower Heater  Surface Load ;Cavity Resistance Code;Cavity Heater Power;Cavity Heater Surface Load ;Cooling Fan;Cooling Fan Power ;Cavity Fan;Cavity Fan Power ;Turnspit;Number of glass;Cavity Type ;Ventilation Channel ;ECO Program ;Chimney
33703707;ECO Program ;ECO Program ;FCM615XRE0;;Candy;HALINO CATA;;E0 Timer Touch+Easy Steam;Fan Assisted;H1RMC ;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;5mm
33703468;42827112;42827113;FIDC X265;1156;Candy;HALINO CATA;FIDC X200;Timer Touch;Static;H1RMC;No Buffle;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70006946;12W;;;Y;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;5mm
33703542;42827112;42827113;FIDC B265;107;Candy;HALINO CATA;FIDC X200;Timer Touch;Static;H1RMC;No Buffle;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;;;Y;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;5mm
33703561;42837376;42827113;FIDC N265;;Candy;HALINO CATA;FIDC X200;Timer Touch;Static;H1RMC;No Buffle;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;;;Y;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;5mm
33703493;42837376;42827049;FIDC N665;2342;Candy;HALINO CATA;FIDC X605 L;Timer Touch;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;5mm
33703543;42837376;42827049;FCM665B;3537;Candy;HALINO CATA;FIDC X605 L;Timer Touch;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;N
33703545;42837376;42827049;FCM665X;3612;Candy;HALINO CATA;FIDC X605 L;Timer Touch;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;N
33703549;42837376;42827049;FIDC X665/1;1310;Candy;HALINO CATA;FIDC X605 L;Timer Touch;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;N
33703555;42837376;42827049;FIDC X655;429;Candy;HALINO CATA;FIDC N615;Timer Touch;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;No;N
33703580;42837376;42827049;FIDCP N625 L;1824;Candy;HALINO CATA;FIDC N615;Timer Touch;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70006946;12W;42837772;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703581;42837376;42827049;FIDCP N615 L;406;Candy;HALINO CATA;FIDC N615;Timer Touch;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70006946;12W;42837772;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703647;42837376;42827049;FIDC N655;;Candy;HALINO CATA;FIDC N615;Timer Touch;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;No;5mm
33703651;42837376;42827049;FIDC N662 L;;Candy;HALINO CATA;FIDC N615;Timer Touch;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703659;42837376;42827049;FIDC X665 L;;Candy;HALINO CATA;FIDC X605 L;Timer Touch;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42833751;1400W(external)+1200W(internal);6.05 W/cm2-4.69 W/cm2 ;42827837;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;5mm
33703666;42837376;42827049;FCT605WXL;;Candy;HALINO CATA;;Timer Touch;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33703667;42837376;42827049;FCT605NXL;;Candy;HALINO CATA;;Timer Touch;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33703539;42827053;42827052;RFC303379PNI;2358;Rosières;HALINO CATA;FIDC X825 L;Timer Touch;Multifunction;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42833751;1400W(external)+1200W(internal);6.05 W/cm2-4.69 W/cm2 ;42827837;1100W;2.35 W/cm2;42837769;2200W;6.74 W/cm2;70006946;12W;42833944;22W;N;1 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;No;5mm
33703444;ECO Program ;ECO Program ;HOC5S347INWI;800;Hoover;HALINO CATA;HOC5S347INWIFI;E0 Timer Touch+Easy Steam;Multifunction;H1RMC;CHEF;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Lateral;42834552;25W;42833751;1400W(external)+1200W(internal);6.05 W/cm2-4.69 W/cm2 ;42827837;1100W;2.35 W/cm2;42837769;2200W;6.74 W/cm2;70006946;12W;42833944;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;N
33703453;42830813;42837338;HOC3U3148IND;2395;Hoover;HALINO CATA;FCP625X/E;Timer Touch+Easy Steam;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42836668;1800W;5,13 W/cm2;42830902;1050W(external)+450W(internal);5.18 W/cm2-3.6 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703456;ECO Program ;ECO Program ;HOC3T3378BWF;2241;Hoover;HALINO CATA;HORT3181BI WIFI;E0 Timer Touch;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42836665;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;N
33703458;ECO Program ;ECO Program ;HOC3T3178WIW;;Hoover;HALINO CATA;HORT3181BI WIFI;E0 Timer Touch;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42836665;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;N
33703526;42827819;42827049;HOC3158IN;5317;Hoover;HALINO CATA;FCP625X/E;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42836665;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42837772;22W;N;1 Reflective + 1 Float;Flat;Switch Protection ;No;N
33703622;ECO Program ;ECO Program ;HOC5B3448INW;;Hoover;HALINO CATA;HOC5S347INWIFI;E0 Timer Touch+Easy Steam;Multifunction;H1RMC;CHEF;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Lateral;42834552;25W;70011852;1400W(external)+1200W(internal);5.86 W/cm2-4.53 W/cm2;42827837;1100W;2.35 W/cm2;42837769;2200W;6.74 W/cm2;70006946;12W;42833944;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;5mm
33703684;42837376;42827049;HOC3U3158IN;;Hoover;HALINO CATA;FIDC N615;Timer Touch;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;70018463;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703454;ECO Program ;ECO Program ;HOC3U3178INW;2684;Hoover;HALINO CATA;HORT3181BI WIFI;E0 Timer Touch;Multifunction;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42836665;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;91200888;2200W;6.74 W/cm2;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;Yes;N
33703521;42827819;42827049;HOC3358IN;374;Hoover;HALINO CATA;FCP625X/E;Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42836665;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42837772;22W;N;1 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Switch Protection ;No;N
33703525;ECO Program ;ECO Program ;HOC3358IN WI;370;Hoover;HALINO CATA;HORT3181BI WIFI;E0 Timer Touch;Fan Assisted;MR07;New ECO;42830024;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42836665;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;42822091;12W;42834931;22W;N;1 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;Yes;N
33703537;70004134;42828557;FLM 4L N;;De Longhi;HALINO CATA;;No timer (2 knobs);Static;H1RMC;No Buffle;70018790;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70006946;12W;;;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33703534;42837376;42827049;FLM 6L X;;De Longhi;HALINO CATA;;Mechanical Minute Minder 60';Fan Assisted;H1RMC;New ECO;70018790;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70006946;12W;42837772;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33703535;42837376;42827049;DLM 8L S;;De Longhi;HALINO CATA;;Mechanical Minute Minder 60';Fan Assisted;H1RMC;New ECO;70018790;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70006946;12W;42837772;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703536;42837376;42827049;FLM 7L N;;De Longhi;HALINO CATA;;Mechanical Minute Minder 60';Fan Assisted;H1RMC;New ECO;70018790;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70006946;12W;42837772;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703584;42837376;42827049;DLM 8L X;;Candy;HALINO CATA;;Mechanical Minute Minder 60';Fan Assisted;H1RMC;New ECO;70018790;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42833751;1400W(external)+1200W(internal);6.05 W/cm2-4.69 W/cm2 ;42827837;1100W;2.35 W/cm2;;;;70006946;12W;42837772;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703585;42837376;42827049;FLM 6L N;;Candy;HALINO CATA;;Mechanical Minute Minder 60';Fan Assisted;H1RMC;New ECO;70018790;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33703624;42814637;42814129;DCO 5 XL;;De Longhi;HALINO CATA;;Timer Touch;Fan Oven;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;70011852;1400W(external)+1200W(internal);5.86 W/cm2-4.53 W/cm2;Fan oven ;Fan oven ;;42837769;2200W;6.74 W/cm2;70007644;13W;42833944;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703625;42827053;42827052;DCO 8 XL;;De Longhi;HALINO CATA;;Timer Touch;Multifunction;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;70011852;1400W(external)+1200W(internal);5.86 W/cm2-4.53 W/cm2;42827837;1100W;2.35 W/cm2;42837769;2200W;6.74 W/cm2;70007644;13W;42833944;22W;N;1 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;No;N
33703670;42814637;42814129;LAM3414;;Lamona;HALINO CATA;;Timer Touch;Fan Oven;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42820055;15W;70011852;1400W(external)+1200W(internal);5.86 W/cm2-4.53 W/cm2;Fan oven ;Fan oven ;;42814311;2200W;6.7 W/cm2;70007644;13W;42833944;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703671;42814637;42814129;LAM3412;;Lamona;HALINO CATA;;Timer Touch;Fan Oven;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42820055;15W;70011852;1400W(external)+1200W(internal);5.86 W/cm2-4.53 W/cm2;Fan oven ;Fan oven ;;42814311;2200W;6.7 W/cm2;70007644;13W;42833944;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703673;42837376;42814129;LAM3412;;Lamona;HALINO CATA;;Timer Touch ;Fan Oven;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42820055;15W;70011852;1400W(external)+1200W(internal);5.86 W/cm2-4.53 W/cm2;Fan oven ;Fan oven ;;42814311;2200W;6.7 W/cm2;70007644;13W;42833944;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703688;42837376;42827049;EDL 645X;;Elba;HALINO CATA;;Timer Touch;Fan Assisted;H1RMC ;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;5mm
33703689;42837376;42828538;EDL 502X;;Elba;HALINO CATA;;Mechanical Minute Minder 60';Fan Assisted;MN08;New ECO;70006663;Yellow (18 kg/m3 , 30 mm);1 Back;42823856;25W;70006585;1100W;4,04 W/cm²;42827837;1100W;2.35 W/cm2;;;;;;42837770;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33703697;42837376;42827049;EDL 645B;;Elba;HALINO CATA;;Timer Touch;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;42827837;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Flat cavity + Embossed Catalytic Panels;Ventilation Channel ;No;5mm
33703715;42837376;42827049;FNP X600;;Neue ;HALINO CATA;;No timer (2 knobs);Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;70018463;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Embossed;Ventilation Channel ;No;5mm
33703716;42837376;42827049;FNP X615;;Neue ;HALINO CATA;;Timer Touch ;Fan Assisted;H1RMC;New ECO;70006664;Yellow (24 kg/m3 , 30 mm);1 Back;42823856;25W;42839626;1400W;4,82 W/cm²;70018463;1100W;2.35 W/cm2;;;;70007644;13W;42837772;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703598;42827053;42827052;HOD-P08TGW;;Haier;HALINO CATA;;Timer Touch;Multifunction;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42833751;1400W(external)+1200W(internal);6.05 W/cm2-4.69 W/cm2 ;42827837;1100W;2.35 W/cm2;42837769;2200W;6.74 W/cm2;70006946;12W;42837772;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703599;42827053;42827052;HOD-P08TGBX;;Haier;HALINO CATA;;Timer Touch;Multifunction;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42833751;1400W(external)+1200W(internal);6.05 W/cm2-4.69 W/cm2 ;42827837;1100W;2.35 W/cm2;42837769;2200W;6.74 W/cm2;70006946;12W;42837772;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703600;42827053;42827052;HOD-P08WGB;;Haier;HALINO CATA;;Timer Touch;Multifunction;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;42833751;1400W(external)+1200W(internal);6.05 W/cm2-4.69 W/cm2 ;42827837;1100W;2.35 W/cm2;42837769;2200W;6.74 W/cm2;70006946;12W;42837772;22W;N;1 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703675;42827053;42827052;HWO60S7MB4;;Haier;HALINO CATA;;Mechanical Minute Minder 60';Multifunction;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;70011852;1400W(external)+1200W(internal);5.86 W/cm2-4.53 W/cm2;42827837;1100W;2.35 W/cm2;42837769;2200W;6.74 W/cm2;70007644;13W;42833944;22W;N;2 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703676;42827053;42827052;HWO60S7MX4;;Haier;HALINO CATA;;Mechanical Minute Minder 60';Multifunction;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;70011852;1400W(external)+1200W(internal);5.86 W/cm2-4.53 W/cm2;42827837;1100W;2.35 W/cm2;42837769;2200W;6.74 W/cm2;70007644;13W;42833944;22W;N;2 Reflective + 1 Float;Flat;Ventilation Channel ;No;5mm
33703677;42827053;42827052;HWO60S7EX3;;Haier;HALINO CATA;FIDC X825 L;Timer Touch;Multifunction;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;70011852;1400W(external)+1200W(internal);5.86 W/cm2-4.53 W/cm2;42827837;1100W;2.35 W/cm2;42837769;2200W;6.74 W/cm2;70007644;13W;42833944;22W;N;2 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;No;5mm
33703678;42827053;42827052;HWO60S7EB4;;Haier;HALINO CATA;FIDC X825 L;Timer Touch;Multifunction;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;70011852;1400W(external)+1200W(internal);5.86 W/cm2-4.53 W/cm2;42827837;1100W;2.35 W/cm2;42837769;2200W;6.74 W/cm2;70007644;13W;42833944;22W;N;2 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;No;5mm
33703679;42827053;42827052;HWO60S7EX4;;Haier;HALINO CATA;FIDC X825 L;Timer Touch;Multifunction;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;70011852;1400W(external)+1200W(internal);5.86 W/cm2-4.53 W/cm2;42827837;1100W;2.35 W/cm2;42837769;2200W;6.74 W/cm2;70007644;13W;42833944;22W;N;2 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;No;5mm
33703680;42827053;42827052;HWO60S7EG4;;Haier;HALINO CATA;FIDC X825 L;Timer Touch;Multifunction;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;70011852;1400W(external)+1200W(internal);5.86 W/cm2-4.53 W/cm2;42827837;1100W;2.35 W/cm2;42837769;2200W;6.74 W/cm2;70007644;13W;42833944;22W;N;2 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;No;5mm
33703681;42827053;42827052;HWO60S7ELG4;;Haier;HALINO CATA;;Timer Touch;Multifunction;H1RMC;New ECO;42832511;Needled Glasswool (33 kg/m3 , 30mm);1 Back;42823856;25W;70011852;1400W(external)+1200W(internal);5.86 W/cm2-4.53 W/cm2;42827837;1100W;2.35 W/cm2;42837769;2200W;6.74 W/cm2;70007644;13W;42833944;22W;N;2 Reflective + 1 Float;Flat cavity + Flat Catalytic Panels;Ventilation Channel ;No;5mm
33701789;42814656;42810426;FCS 100 X;;Candy;HALINO CATA;;No timer (2 knobs);Static;MN06;No Buffle;42817501;Yellow Glasswool  (18 kg/m3 , 30 mm);1 Back;42823856;25W;42825246;1000W;3.86 W/cm2;42817768;1300W;4.80 W/cm2-5.24 W/cm2;;;;;;;;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702061;42814656;42810426;FCS 100X;;Candy;HALINO CATA;;No timer (2 knobs);Static;MN06;No Buffle;42817501;Yellow Glasswool  (18 kg/m3 , 30 mm);1 Back;42823856;25W;42825246;1000W;3.86 W/cm2;42817768;1300W;4.80 W/cm2-5.24 W/cm2;;;;;;;;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702098;42814656;41011130;FCS100N/E;13300;Candy;HALINO CATA;FCS100N/E;No timer (2 knobs);Static;MN07;No Buffle;42830033;Yellow Glasswool (18 kg/m3 , 30 mm);1 Back;42823856;25W;42825246;1000W;3.86 W/cm2;42827837;1100W;2.35 W/cm2;;;;;;;;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702140;70004134;42830023;CMFS4X/1/E;20300;Candy;HALINO CATA;CMFS4X/1/E;No timer (2 knobs);Static;MR07;No Buffle;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;;;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702187;70004137;41011130;FCS 100 X/E;43570;Candy;HALINO CATA;FCS100N/E;No timer (2 knobs);Static;MN07;No Buffle;42830033;Yellow Glasswool (18 kg/m3 , 30 mm);1 Back;42823856;25W;42825246;1000W;3.86 W/cm2;42827837;1100W;2.35 W/cm2;;;;;;;;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702188;42814656;41011130;FCS 100 W/E;3600;Candy;HALINO CATA;FCS100N/E;No timer (2 knobs);Static;MN07;No Buffle;42830033;Yellow Glasswool (18 kg/m3 , 30 mm);1 Back;42823856;25W;42825246;1000W;3.86 W/cm2;42827837;1100W;2.35 W/cm2;;;;;;;;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702189;70004134;42828557;FCS 201 X/E;2940;Candy;HALINO CATA;CMFS4X/1/E;No timer (2 knobs);Static;MR07;No Buffle;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;;;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702190;70004134;42828557;FCS 201 N/E;500;Candy;HALINO CATA;CMFS4X/1/E;No timer (2 knobs);Static;MR07;No Buffle;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;;;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702191;70004134;42828557;FCS 201 W/E;90;Candy;HALINO CATA;CMFS4X/1/E;No timer (2 knobs);Static;MR07;No Buffle;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;;;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702257;70004134;42828557;FCS242X/E;120;Candy;HALINO CATA;CMFS4X/1/E;No timer (2 knobs);Static;MR07;No Buffle;70018701;Yellow Glasswool (24 kg/m3 , 30 mm);1 Back;42823856;25W;42827354;1010W(internal)+1010W(external);4.32 W/cm2-4.58 W/cm2;42827837;1100W;2.35 W/cm2;;;;91204735;18W;;;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
33702267;42814656;41011130;FCS100XE/E;250;Candy;HALINO CATA;FCS100N/E;No timer (2 knobs);Static;MN07;No Buffle;42830033;Yellow Glasswool (18 kg/m3 , 30 mm);1 Back;42823856;25W;42825246;1000W;3.86 W/cm2;42827837;1100W;2.35 W/cm2;;;;;;;;N;1 Reflective + 1 Float;Embossed;Switch Protection ;No;N
